featureID,subFeatureID,parameterID
"10","0","111021"
"10","0","20581"
"100","0","14490"
"100","0","14500"
"11","0","10090"
"11","0","10870"
"11","0","10880"
"11","0","20611"
"11","0","21491"
"125","0","11610"
"125","0","11611"
"125","0","11612"
"14","0","12041"
"14","23261","12160"
"14","23261","12170"
"14","23261","12180"
"14","23271","12050"
"14","23271","12060"
"14","23271","12070"
"14","23281","12120"
"14","23281","12130"
"14","23281","12140"
"14","23281","12150"
"17","0","11540"
"17","0","11580"
"17","0","12410"
"17","0","12424"
"17","0","12930"
"17","0","15450"
"17","0","20601"
"17","0","21251"
"2","0","15170"
"20","0","20091"
"20","0","21171"
"20","0","22911"
"23","0","14210"
"23","0","14344"
"23","0","20661"
"23","0","21241"
"23","0","21301"
"23","14590","14340"
"23","14590","15344"
"23","20651","14600"
"26","0","11430"
"26","0","11440"
"3","0","14180"
"32","0","10170"
"32","0","15432"
"32","0","15536"
"32","0","22991"
"32","15430","15431"
"32","20071","12910"
"32","22081","14260"
"32","22081","14270"
"32","22081","14280"
"32","22081","20472"
"32","22081","22991"
"33","0","10030"
"33","0","20001"
"35","0","11657"
"35","0","22801"
"35","0","22811"
"35","0","22821"
"36","13320","13620"
"36","13330","13630"
"36","13340","13640"
"36","13350","13650"
"36","13360","13660"
"36","13370","13670"
"36","13380","13680"
"36","13390","13690"
"36","13400","13700"
"36","13410","13710"
"36","13420","13720"
"36","13430","13730"
"36","13440","13740"
"36","13460","13760"
"36","13470","13770"
"36","13480","13780"
"36","13490","13790"
"36","13510","13810"
"36","13540","13840"
"36","14460","14470"
"36","15240","15250"
"39","0","10280"
"39","0","10290"
"39","0","10860"
"39","0","14230"
"39","0","14370"
"44","0","12280"
"44","0","12290"
"44","0","12300"
"44","0","12310"
"44","0","12830"
"44","0","12840"
"44","0","12850"
"44","0","12860"
"44","0","12870"
"44","0","12880"
"44","0","12920"
"44","0","12925"
"44","0","15200"
"44","0","20621"
"44","0","21791"
"46","20211","10000"
"46","20211","10890"
"46","20211","10900"
"46","20211","13590"
"46","30013","30014"
"46","30013","30015"
"47","0","22161"
"52","0","111024"
"52","0","14150"
"52","0","14170"
"52","0","14330"
"55","0","10210"
"55","0","10220"
"55","0","12940"
"55","0","12950"
"56","23051","3001"
"56","23051","3002"
"56","23051","3003"
"56","23051","3004"
"56","23051","3005"
"56","23061","1001"
"56","23061","1003"
"56","23061","1005"
"56","23061","1006"
"56","23071","1009"
"56","23071","1010"
"56","23071","1011"
"56","23081","2001"
"56","23081","2002"
"56","23081","2003"
"56","23081","2004"
"56","23081","2005"
"56","23081","2006"
"56","23091","2007"
"56","23091","5002"
"56","23091","5007"
"56","23091","5015"
"56","23091","5017"
"56","23091","5018"
"56","25051","4003"
"56","25051","4004"
"56","25051","4010"
"57","0","10020"
"57","0","10070"
"57","0","14290"
"57","0","14310"
"57","0","14320"
"57","0","15480"
"65","0","14640"
"68","0","10790"
"68","0","11450"
"68","0","13923"
"68","0","14250"
"7","0","22581"
"70","0","10110"
"70","0","10120"
"70","0","10130"
"70","0","11390"
"70","0","11570"
"70","0","11680"
"70","0","11690"
"70","0","11700"
"70","0","11710"
"70","0","11720"
"70","0","11730"
"70","0","11790"
"70","0","11810"
"70","0","11820"
"70","0","15460"
"70","0","15461"
"70","0","22551"
"70","0","22621"
"70","0","22971"
"70","0","22981"
"70","20017","11090"
"70","20017","11091"
"70","20017","11092"
"70","20017","11093"
"70","20017","11094"
"70","20017","11095"
"70","20017","11096"
"70","20017","11097"
"70","22961","11830"
"73","0","14350"
"76","0","12540"
"76","0","15260"
"78","0","12620"
"90","0","14520"
"94","0","23301"
